case,dataset,image_hw,input_c,output_c,base_dim,model_variant,compile_source,activation,activation_degree,activation_nominal_depth_degree7,activation_fit_rule,policy,layout_estimator,rotation_estimator,diagonal_estimator,slot_count,compile_node_index,unet22_body_linear_layer_index,linear_layer_index_including_output,node,op_type,is_output_layer,provider_static_supported,provider_static_kind,provider_static_fallback_reason,ct_count,input_ct_count_compact,output_ct_count_compact,selected_input_ct_count,selected_output_ct_count,alpha,beta,output_alpha,output_beta,assigned_level,module_depth,output_level_before_bootstrap,bootstrap_after_layer,bootstrap_reason,bootstrap_before_nodes,bootstrap_boundary_nodes,bootstrap_target_levels,bootstrap_input_shape_after_layer,bootstrap_input_elements_after_layer,bootstrap_count_after_layer,bootstrap_slots_after_layer,bootstrap_ct_count_after_layer,rotation,lt_rotation_estimate,planner_rotation_cost_estimate,relayout_rotation_estimate,relayout_mask_mult_estimate,relayout_sparse_lt_estimate,relayout_depth_estimate,producer_fused_rotation_estimate,consumer_fused_rotation_estimate,diagonal_count,activation_ct_mult_estimate,lt_transform_count_estimate,lt_bsgs_group_count_estimate,lt_baby_rotation_estimate,lt_giant_rotation_estimate,lt_input_cross_rotation_estimate,lt_local_submatrix_rotation_estimate,lt_output_materialize_rotation_estimate,lt_local_program_count_estimate,lt_recovery_program_count_estimate,lt_rho_hat_per_program_estimate,lt_unfused_rotation_estimate,lt_same_input_fusion_savings_estimate,lt_input_channel_multiplier,lt_output_channel_multiplier,lt_estimator,layout_mode,edge_kind,incoming_edge_kind,edge_kind_counts,edge_kind_detail,edge_carry_count,edge_fused_count,edge_explicit_count,edge_bootstrap_drop_count,edge_bootstrap_drop_detail,edge_layout_changed_count,edge_carry_halo_count,edge_bootstrap_drop_ct_saved,edge_bootstrap_drop_slots_saved,relayout_fusion_side,relayout_note,input_gap,output_gap,input_shape,output_shape,fhe_input_shape,fhe_output_shape,clear_input_min,clear_input_max,clear_output_min,clear_output_max,in_channels_layer,out_channels_layer,activation_kind_layer,activation_degree_layer,activation_depth_layer,activation_prescale_layer,activation_constant_layer,activation_fit_low,activation_fit_high,kernel,stride,padding,output_padding,dilation,groups,source_nodes,source_layout,required_layout,selected_input_layout,selected_output_layout,physical_layout,source_physical_layout,target_physical_layout,incoming_edge_count,edge_relayout_count,output_relayout,consumer_fused_relayout_count,producer_fused_relayout_count,producer_materialized_halo,planner_metric_source,case_total_ciphertext_tiles,case_stored_slots,case_relayout_count,case_bootstrap_l_eff,case_input_level,case_bootstrap_count,case_bootstrapper_slots,case_raw_planner_reported_rotation_estimate,case_reported_rotation_estimate,case_lt_bsgs_rotation_estimate,case_planner_rotation_cost_estimate,case_relayout_rotation_estimate,case_relayout_mask_mult_estimate,case_relayout_depth_estimate,case_diagonal_count_estimate,case_activation_ct_mult_estimate,case_ct_pt_mult_estimate,case_halo_redundancy_ratio,case_objective,notes,case_edge_carry_count,case_edge_fused_count,case_edge_explicit_count,case_edge_bootstrap_drop_count,case_edge_layout_changed_count,case_edge_carry_halo_count,case_edge_bootstrap_drop_ct_saved,case_edge_bootstrap_drop_slots_saved
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,25,11,11,up4,ConvTranspose2d,False,True,u22_tconv_provider,,20,9,18,10,20,1,1,2,2,6,1,5,False,,,,,,0,0,0,0,10240,10240,10240,0,0,0,0,0,0,4194304,0,1179648,2560,10240,0,0,10240,0,4608,0,4,8902656,8892416,512,256,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,bottleneckb_act->up4:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,,0,1,0,0,source,source:producer_materialized_halo,16,8,1x512x24x24,1x256x48x48,1x2x384x384,1x4x384x384,-0.01206043642014265,0.011410491541028023,-0.03397732973098755,0.03409723937511444,512,256,,,,,,,,2x2,2x2,0x0,0x0,1x1,1,bottleneckb_act,"{""bottom_beta"":1,""gap"":16,""stored_slots"":319488,""stride"":2,""tile_count"":10,""top_beta"":1}","{""bottom_beta"":0,""gap"":16,""stored_slots"":294912,""stride"":2,""tile_count"":9,""top_beta"":0}","{""bottom_beta"":1,""gap"":16,""stored_slots"":319488,""stride"":2,""tile_count"":10,""top_beta"":1}","{""bottom_beta"":2,""core_slots"":589824,""gap"":8,""stored_slots"":638976,""stride"":2,""tile_count"":20,""top_beta"":2}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,True,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,26,,,cat4,Concat,False,,concat_runtime_or_fused_concat,not_a_provider_linear_kernel,39,18,36,20,39,2,2,2,2,5,0,5,False,,,,,,0,0,0,0,40,0,0,40,40,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_no_linear_transform,halo_local,mixed:carry+explicit,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc4b_act->cat4:explicit:dp_add_input_alignment:mode=halo_local;up4->cat4:carry:layout_same_carry_halo:mode=halo_local,1,0,1,0,,1,1,0,0,source_to_target,source_to_target:separate_relayout_edge,8,8,1x256x48x48,1x512x48x48,1x4x384x384,1x8x384x384,-0.03397732973098755,0.03409723937511444,-0.03397732973098755,0.03409723937511444,,,,,,,,,,,,,,,,enc4b_act;up4,"{""bottom_beta"":2,""gap"":8,""stored_slots"":638976,""stride"":2,""tile_count"":20,""top_beta"":2}","{""bottom_beta"":0,""gap"":8,""stored_slots"":589824,""stride"":1,""tile_count"":18,""top_beta"":0}","{""bottom_beta"":2,""gap"":8,""stored_slots"":638976,""stride"":2,""tile_count"":20,""top_beta"":2}","{""bottom_beta"":2,""core_slots"":1179648,""gap"":8,""stored_slots"":1277952,""stride"":2,""tile_count"":39,""top_beta"":2}",logical_halo_compact,logical_halo_compact;packed_compact,logical_halo_compact,2,1,False,0,0,False,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,27,12,12,dec4a,Conv2d,False,True,u22_same_shape_conv_provider,,19,36,18,39,19,2,2,1,1,5,1,4,False,,,,,,0,0,0,0,23040,23040,23040,0,0,0,0,0,0,10616832,0,1179648,2560,23040,0,0,23040,0,4608,0,7,16498176,16475136,512,256,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat4->dec4a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,8,8,1x512x48x48,1x256x48x48,1x8x384x384,1x4x384x384,-0.03397732973098755,0.03409723937511444,-0.027215193957090378,0.03385490924119949,512,256,,,,,,,,3x3,1x1,1x1,,1x1,1,cat4,"{""bottom_beta"":2,""gap"":8,""stored_slots"":1277952,""stride"":2,""tile_count"":39,""top_beta"":2}","{""bottom_beta"":1,""gap"":8,""stored_slots"":1228800,""stride"":1,""tile_count"":38,""top_beta"":1}","{""bottom_beta"":2,""gap"":8,""stored_slots"":1277952,""stride"":2,""tile_count"":39,""top_beta"":2}","{""bottom_beta"":1,""core_slots"":589824,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,28,,,dec4a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,19,18,18,19,19,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,dec4b,dec4b,10,1x4x384x384,589824,18,32768,18,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry+bootstrap-drop,carry,carry=1;fused=0;explicit=0;bootstrap-drop=1,dec4a->dec4a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec4b:bootstrap-drop:drop_halo_before_bootstrap,1,0,0,1,bootstrap-boundary->dec4b:bootstrap-drop:drop_halo_before_bootstrap,0,1,1,24576,none,,8,8,1x256x48x48,1x256x48x48,1x4x384x384,1x4x384x384,-0.027215193957090378,0.03385490924119949,-0.013422442600131035,0.017213966697454453,,,silu,7,3,1.0,0.0,-0.05775024741888046,0.06438995897769928,,,,,,,dec4a,"{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":0,""gap"":8,""stored_slots"":589824,""stride"":1,""tile_count"":18,""top_beta"":0}","{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":589824,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,29,13,13,dec4b,Conv2d,False,True,u22_same_shape_conv_provider,,19,18,18,19,19,1,1,1,1,10,1,9,False,,,,,,0,0,0,0,337920,337920,337920,0,0,0,0,0,0,4521984,0,589824,1280,10240,327680,0,337920,0,2304,0,6,6284032,5946112,256,256,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec4a_act->dec4b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,8,8,1x256x48x48,1x256x48x48,1x4x384x384,1x4x384x384,-0.013422442600131035,0.017213966697454453,-0.025906136259436607,0.02715853974223137,256,256,,,,,,,,3x3,1x1,1x1,,1x1,1,dec4a_act,"{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":1,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":589824,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,30,,,dec4b_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,19,18,18,19,19,1,1,1,1,9,3,6,False,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec4b->dec4b_act:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,,0,1,0,0,none,,8,8,1x256x48x48,1x256x48x48,1x4x384x384,1x4x384x384,-0.025906136259436607,0.02715853974223137,-0.012785295024514198,0.013763654977083206,,,silu,7,3,1.0,0.0,-0.05243847146630287,0.05369087681174278,,,,,,,dec4b,"{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":589824,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,31,14,14,up3,ConvTranspose2d,False,True,u22_tconv_provider,,38,18,36,19,38,1,1,2,2,6,1,5,False,,,,,,0,0,0,0,5120,5120,5120,0,0,0,0,0,0,1114112,0,294912,1280,5120,0,0,5120,0,2304,0,4,2288640,2283520,256,128,template,halo_local,carry,carry,carry=1;fused=0;explicit=0;bootstrap-drop=0,dec4b_act->up3:carry:layout_same_carry_halo:mode=halo_local,1,0,0,0,,0,1,0,0,source,source:producer_materialized_halo,8,4,1x256x48x48,1x128x96x96,1x4x384x384,1x8x384x384,-0.012785295024514198,0.013763654977083206,-0.04938669502735138,0.04805946350097656,256,128,,,,,,,,2x2,2x2,0x0,0x0,1x1,1,dec4b_act,"{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":0,""gap"":8,""stored_slots"":589824,""stride"":2,""tile_count"":18,""top_beta"":0}","{""bottom_beta"":1,""gap"":8,""stored_slots"":614400,""stride"":2,""tile_count"":19,""top_beta"":1}","{""bottom_beta"":2,""core_slots"":1179648,""gap"":4,""stored_slots"":1228800,""stride"":2,""tile_count"":38,""top_beta"":2}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,True,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,32,,,cat3,Concat,False,,concat_runtime_or_fused_concat,not_a_provider_linear_kernel,75,36,72,38,75,2,2,2,2,5,0,5,False,,,,,,0,0,0,0,76,0,0,76,76,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_no_linear_transform,halo_local,mixed:carry+explicit,mixed:carry+explicit,carry=1;fused=0;explicit=1;bootstrap-drop=0,enc3b_act->cat3:explicit:dp_add_input_alignment:mode=halo_local;up3->cat3:carry:layout_same_carry_halo:mode=halo_local,1,0,1,0,,1,1,0,0,source_to_target,source_to_target:separate_relayout_edge,4,4,1x128x96x96,1x256x96x96,1x8x384x384,1x16x384x384,-0.04938669502735138,0.04805946350097656,-0.04938669502735138,0.04805946350097656,,,,,,,,,,,,,,,,enc3b_act;up3,"{""bottom_beta"":2,""gap"":4,""stored_slots"":1228800,""stride"":2,""tile_count"":38,""top_beta"":2}","{""bottom_beta"":0,""gap"":4,""stored_slots"":1179648,""stride"":1,""tile_count"":36,""top_beta"":0}","{""bottom_beta"":2,""gap"":4,""stored_slots"":1228800,""stride"":2,""tile_count"":38,""top_beta"":2}","{""bottom_beta"":2,""core_slots"":2359296,""gap"":4,""stored_slots"":2457600,""stride"":2,""tile_count"":75,""top_beta"":2}",logical_halo_compact,logical_halo_compact;packed_compact,logical_halo_compact,2,1,False,0,0,False,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,33,15,15,dec3a,Conv2d,False,True,u22_same_shape_conv_provider,,37,72,36,75,37,2,2,1,1,5,1,4,False,,,,,,0,0,0,0,11520,11520,11520,0,0,0,0,0,0,2654208,0,294912,1280,11520,0,0,11520,0,2304,0,7,4120320,4108800,256,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,cat3->dec3a:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,4,4,1x256x96x96,1x128x96x96,1x16x384x384,1x8x384x384,-0.04938669502735138,0.04805946350097656,-0.04249972105026245,0.03955596685409546,256,128,,,,,,,,3x3,1x1,1x1,,1x1,1,cat3,"{""bottom_beta"":2,""gap"":4,""stored_slots"":2457600,""stride"":2,""tile_count"":75,""top_beta"":2}","{""bottom_beta"":1,""gap"":4,""stored_slots"":2408448,""stride"":1,""tile_count"":74,""top_beta"":1}","{""bottom_beta"":2,""gap"":4,""stored_slots"":2457600,""stride"":2,""tile_count"":75,""top_beta"":2}","{""bottom_beta"":1,""core_slots"":1179648,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,34,,,dec3a_act,SiLU,False,,chebyshev_polynomial_activation,not_a_provider_linear_kernel,37,36,36,37,37,1,1,1,1,4,3,1,True,child_level_exceeds_output_level,dec3b,dec3b,10,1x8x384x384,1179648,36,32768,36,0,0,0,0,0,0,0,0,0,0,111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,none_activation_polynomial,halo_local,carry+bootstrap-drop,carry,carry=1;fused=0;explicit=0;bootstrap-drop=1,dec3a->dec3a_act:carry:layout_same_carry_halo:mode=halo_local;bootstrap-boundary->dec3b:bootstrap-drop:drop_halo_before_bootstrap,1,0,0,1,bootstrap-boundary->dec3b:bootstrap-drop:drop_halo_before_bootstrap,0,1,1,24576,none,,4,4,1x128x96x96,1x128x96x96,1x8x384x384,1x8x384x384,-0.04249972105026245,0.03955596685409546,-0.020798372104763985,0.020169099792838097,,,silu,7,3,1.0,0.0,-0.0835275650024414,0.08058381080627441,,,,,,,dec3a,"{""bottom_beta"":1,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}","{""bottom_beta"":0,""gap"":4,""stored_slots"":1179648,""stride"":1,""tile_count"":36,""top_beta"":0}","{""bottom_beta"":1,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":1179648,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,0,0,False,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
384x384_Satellite_cloud,Satellite cloud segmentation,384x384,4,1,32,UNet22PlusOutput_real_trace_22_body_layers_plus_1x1_output,OrionTracer+StatsTracker+fit+NetworkDAG+layout_policy+BootstrapSolver,silu,7,3,Chebyshev.fit from StatsTracker; depth=3 plus 1 if fitted prescale!=1,dp,template,template_unweighted_diagonal_bsgs,template_unweighted_diagonal,32768,35,16,16,dec3b,Conv2d,False,True,u22_same_shape_conv_provider,,37,36,36,37,37,1,1,1,1,10,1,9,False,,,,,,0,0,0,0,87040,87040,87040,0,0,0,0,0,0,1130496,0,147456,640,5120,81920,0,87040,0,1152,0,6,1569152,1482112,128,128,template,compact_halo_shared,fused,fused,carry=0;fused=1;explicit=0;bootstrap-drop=0,dec3a_act->dec3b:fused:layout_changed_hidden_in_Conv2d:mode=compact_halo_shared,0,1,0,0,,1,0,0,0,source+target,target:consumer_fused_relayout;source:producer_materialized_halo,4,4,1x128x96x96,1x128x96x96,1x8x384x384,1x8x384x384,-0.020798372104763985,0.020169099792838097,-0.036559175699949265,0.035595912486314774,128,128,,,,,,,,3x3,1x1,1x1,,1x1,1,dec3a_act,"{""bottom_beta"":1,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}","{""bottom_beta"":1,""gap"":4,""stored_slots"":1204224,""stride"":1,""tile_count"":37,""top_beta"":1}","{""bottom_beta"":1,""core_slots"":1179648,""gap"":4,""stored_slots"":1204224,""stride"":2,""tile_count"":37,""top_beta"":1}",logical_halo_compact,logical_halo_compact,logical_halo_compact,1,0,False,1,0,True,planner_estimate,3420,111627264,4,10,8,549,32768,3217352,3216812,3216256,3216256,556,556,4,61909728,3333,61913617,0.013414770191878625,3220145.0,"planner-only metadata compile; real traced DAG with 22 body LT layers plus explicit 1x1 output; SiLU7 fit uses StatsTracker ranges; edge_kind: carry=layout unchanged, fused=layout change hidden in operator, explicit=separate re-layout, bootstrap-drop=CT-saving drop halo before bootstrap; no dense HE transform generation or FHE forward",31,18,4,8,22,22,8,196608
